Protaetia;aerata (Erichs.);"Scarabaeidae
Cetoniinae";Col;;Pal;China (Chen et al 1999);;
Allomyrina;dichotomus (L.);"Scarabaeidae
Dynastinae";Col;;Pal;China (Chen et al 1999);;
Oryctes;rhinoceros (L.);"Scarabaeidae
Dynastinae";Col;;Pal;China (Chen et al 1999, 2009);;larva
Blaps;"sulcata Laporte de
Castelnau";Tenebrionidae;Col;;Pal;Turkey (Motte-Florac 2016);M ?;adult
Blaps sp.;;Tenebrionidae;Col;;Pal;Turkey Tunesia (DeFoliart 2002);;adult
Pimelia sp.;;Tenebrionidae;Col;;Pal;Turkey North Africa (DeFoliart 2002);;adult
Tenebrio;molitor L.;Tenebrionidae;Col;;Pal;China (Chen et al 1999);;
Tenebrio sp.;;Tenebrionidae;Col;;Pal;Turkey North Africa (DeFoliart 2002);;adult
Blatta;orientalis L.;Blattidae;"Dictyopter
a";;Pal;Japan (Schimitschek 1968);;adult
Blattella;germanica (L.);Ectobiidae;"Dictyopter
a";;Pal;Japan (Schimitschek 1968);;adult
Periplaneta;americana (L.);Blattidae;"Dictyopter
a";;Pal;"China (DeFoliart 2002) Japan
(Schimitschek 1968)";;adult
Periplaneta;australasiae (F.);Blattidae;"Dictyopter
a";;Pal;China (DeFoliart 2002);;
Periplaneta;fuliginosa Serville;Blattidae;"Dictyopter
a";;Pal;Japan (Schimitschek 1968);syn P. picea Shiraki;adult
Periplaneta;picea Shiraki syn;Blattidae;"Dictyopter
a";;Pal;Japan (Schiimitschek 1968);see P. fuliginosa Serville;adult
Hierodula;patellifera Serville;Mantidae;"Dictyopter
a";;Pal;Japan (Schimitschek 1968);;adult
Mantis;religiosa (L.);Mantidae;"Dictyopter
a";;Pal;Japan (Schimitschek 1968);;adult
Statilia;maculata Thunberg;Mantidae;"Dictyopter
a";;Pal;Japan (Schimitschek 1968);;adult
Tenodera;"aridifolia angustipennis
Saussure";Mantidae;"Dictyopter
a";;Pal;Japan (Schimitschek 1968);;adult
Tenodera;aridifolia aridifolia Stoll;Mantidae;"Dictyopter
a";;Pal;Japan (Schimitschek 1968);syn Paratenodera;adult
Mantidae gen.;;Mantidae;"Dictyopter
a";;Pal;Japan (DeFoliart 2002);;
Callliphoridae gen.;;Calliphoridae;Dipt;blow flies;Pal;China (DeFoliart 2002);;larva
Chrysomyia;megacephala (F.);Calliphoridae;Dipt;;Pal;China (DeFoliart 2002);;larva
Musca;domestica L.;Muscidae;Dipt;;Pal;China (Chen et al 1999);;
Musca;domestica vicina Macq.;Muscidae;Dipt;Oriental housefly;Pal;"China (DeFoliart 2002, Chen et al
2009)";see Musca domestica L.;larva
Sarcophagidae gen.;;Sarcophagidae;Dipt;flesh flies;Pal;China (DeFoliart 2002);;larva
Tipula;paludosa Meig.;Tipulidae;Dipt;;Pal;China (Chen et al 1999);;
Cloeon;dipterum (L.);Baetidae;Eph;;Pal;Japan (Schimitschek 1968);;larva
Ephemerella;jinghongensis Xu et al;Ephemerellidae;Eph;mayfly;Pal;China (Chen et al. 1999, 2009);;nymph adult
Ephemeroptera gen.;;"Ephemeroptera
fam.";Eph;mayfly;Pal;China Japan (DeFoliart 2002);;nymph adult
Belostomatidae gen.;;Belostomatidae;Hem Het;giant water bug;Pal;China Japan (DeFoliart 2002);;
Kirkaldyia syn;deyrolei Vuillefroy;Belostomatidae;Hem Het;giant waterbug;Pal;Japan (Schimitschek 1968);see Lethocerus deyrollei;adult
Lethocerus;deyrollei (Vuillefroy);Belostomatidae;Hem Het;giant water bug;Pal;Japan (Schimitschek 1968);syn Kirkaldyia deyrollei;adult
Lethocerus;indicus (L. & S.);Belostomatidae;Hem Het;giant water bug;Pal;China (DeFoliart 2002, Chen et al;;adult
Sphaerodema;rusticum (F.);Belostomatidae;Hem Het;;Pal;China (Chen et al 1999);;
Mictis;tenebrosa (F.);Coreidae;Hem Het;;Pal;China (Chen et al 1999, 2009);;nuymph adult
Laccotrephes;japonensis (Scott);Nepidae;Hem Het;water scorpion;Pal;Japan (Schimitschek 1968);;adult
Ranatra;chinensis Mayr;Nepidae;Hem Het;water stick insect;Pal;Japan (Schimitschek 1968);;adult
Ranatra;unicolor Scott;Nepidae;Hem Het;water stick insect;Pal;Japan (Schimitschek 1968);;adult
Cyclopelta;parva Distant;Pentatomidae;Hem Het;stink bugs;Pal;China (Chen et al 1999);;
Eurostus;validus Dallas;Pentatomidae;Hem Het;;Pal;China (Chen et al 1999);;
Eusthenes;cupreus (Westw.);Tessaratomidae;Hem Het;;Pal;China (Chen et al 1999);;
Eusthenes;saevus Stal;Tessaratomidae;Hem Het;;Pal;China (Chen et al 1999, 2009);;nymph adult
Tessaratoma;papillosa (Drury);Tessaratomidae;Hem Het;lichi stink bug;Pal;"China (DeFoliart 2002, Chen et al
1999, 2009)";;nymph adult
Darthula;hardwickii (Gray);Aetalionidae;Hem Hom;;Pal;China (Chen et al 1999, 2009);syn Membracidae;nymph adult
Aphididae gen.;;Aphididae;Hem Hom;;Pal;Midle East (DeFoliart 2002);;honeydew
Goniagnathus;decoratus (Hpt.);Cicadellidae;Hem Hom;;Pal;Sinai Desert (DeFoliart 2002);syn Euscelis decoratus;honeydew
Opsius;jucundus (Leth.);Cicadellidae;Hem Hom;;Pal;Sinai Desert (DeFoliart 2002);;honeydew
Cicada;flammata Dist.;Cicadidae;Hem Hom;cicadas;Pal;China (Chen et al 1999);;
Cryptotympana;atrata (F.);Cicadidae;Hem Hom;;Pal;China (Chen et al 1999, 2009);;nymph adult
Cryptotympana;facialis (Walker);Cicadidae;Hem Hom;;Pal;Japan (Schimitschek 1968);syn C. japonensis Kato;
Cryptotympana;japonicus Kato syn;Cicadidae;Hem Hom;;Pal;Japan (Schimitschek 1968);"see Cryptotympana facialis
(Walker)";adult
Graptopsaltria;nigrofuscata (Motsch.);Cicadidae;Hem Hom;;Pal;Japan (Schimitschek 1968,;;adult
Meimuna;opalifera (Walker);Cicadidae;Hem Hom;;Pal;Japan (Schimitschek 1968);;adult
Oncotympana;maculaticollis (Motsch.);Cicadidae;Hem Hom;;Pal;Japan (Schimitschek 1968);;adult
Platypleura;kaempferi (F.);Cicadidae;Hem Hom;;Pal;China (Chen et al 1999) Japan;;adult
Tanna;japonensis (Distant);Cicadidae;Hem Hom;evening cicada;Pal;Japan (Schimitschek 1968);;adult
Terpnosia syn;vacua (Olivier);Cicadidae;Hem Hom;;Pal;Japan (Schimitschek 1968);see Yezoterpnosia;adult
Yezoterpnosia;vacua (Olivier);Cicadidae;Hem Hom;;Pal;Japan (Schimitschek 1968);syn Terpnosia;adult
Cicadidae gen.;;Cicadidae;Hem Hom;;Pal;China Japan (DeFoliart 2002);;adult
Ceroplastes;sinensis Del Guercio;Coccidae;Hem Hom;Chinese wax scale;Pal;"China (Donkin 1977, Chen et al
1999)";"syn Ericerus pela
Chavanes";
Ericerus;pela (Chavannes) syn;Coccidae;Hem Hom;Chinese wax scale;Pal;China (Donkin 1977, Chen et al 1999);see Ceroplastes sinensis Del Guercio;
Dactylopius;coccus Costa;Dactylopiidae;Hem Hom;cochineal insect;Pal;Canary Islands (Aldama-Aguilera et al 2005);;adult, carminic acid
Lawana;imitata (Melichar);Flatidae;Hem Hom;;Pal;China (Chen et al 1999, 2009);;nymph adult
Phenacoccus;prunicola Borchs;Pseudococcidae;Hem Hom;;Pal;China (Chen et al 1999);;
Trabutina;mannipara (Ehrenberg);Pseudococcidae;Hem Hom;;Pal;Sinai Desert (DeFoliart 2002);;honeydew
Trabutina;serpentinus Green;Pseudococcidae;Hem Hom;;Pal;Iran Sinai Desert (DeFoliart 2002);syn Najacoccus;honeydew
Trabutina sp.;;Pseudococcidae;Hem Hom;;Pal;Iran (DeFoliart 2002);;honeydew
Cyamophila;"astragalicola
(Gegechkori)";Psyllidae;Hem Hom;;Pal;Iran (Grami 1998);;honeydew
Chermes sp. check;;Psyllidae;Hem Hom;;Pal;Iran (DeFoliart 2002);;
Apidae gen.;;Apidae;Hym;;Pal;China Japan (DeFoliart 2002);;
Apis;cerana F.;Apidae;Hym;;Pal;China (Chen et al 2009) Japan (Schimitschek 1968);;larva pupa honey
Apis;dorsata F.;Apidae;Hym;;Pal;China (Chen et al 2009);;larva pupa
Apis;florae F.;Apidae;Hym;;Pal;China (Chen et al 2009);;larva pupa
Apis;mellifera L.;Apidae;Hym;honey bee;Pal;Japan (DeFoliart 2002);;rone pupa
Bombus spp.;;Apidae;Hym;bumble bee;Pal;Italy (Dreon & Paoletti 2009);;honey
Osmia sp.;;Apidae;Hym;;Pal;Italy (Dreon & Paoletti 2009);;pollen
Xylocopa;"appendiculata
circumvolens Smith";Apidae;Hym;"Japanese carpenter
bee";Pal;Japan (Schimitschek 1968);;larva
Hedickiana;levantina (Hed.);Cynipidae;Hym;;Pal;Turkey (DeFoliart 2002);syn Aulacidea;galls
Liposthenus;glechomae (L.);Cynipidae;Hym;;Pal;France (DeFoliart 2002);syn Aulax;galls
Camponotus;japonicus Mayr;Formicidae;Hym;ants;Pal;China (Chen et al 1999);;
Carebara;lignata Westw.;Formicidae;Hym;;Pal;China (Chen et al 2009);;
Formica;aquilonia Yarrow;Formicidae;Hym;;Pal;China (Chen et al 1999);;
Formica;beijingensis Wu;Formicidae;Hym;;Pal;China (Chen et al 1999);;
Formica;fusca L.;Formicidae;Hym;;Pal;China (Chen et al 1999);;
Formica;japonica Motsch.;Formicidae;Hym;;Pal;China (Chen et al 1999);;
Formica;sanguinea Latr.;Formicidae;Hym;;Pal;China (Chen et al 1999);;
Formica;"truncicola var. yessensis
Wheeler";Formicidae;Hym;;Pal;China (Chen et al 1999);"syn Formica yessensis
Wheeler";
Formica;uralensis Ruzsky;Formicidae;Hym;;Pal;China (Chen et al 1999);;
Formica;yessensis Forel syn;Formicidae;Hym;;Pal;China (Chen et al 1999);see Formica truncicola var. Yessensis Wheeler;
Formicidae gen.;;Formicidae;Hym;;Pal;China (DeFoliart 2002);;
Lasius;flavus (F.);Formicidae;Hym;;Pal;China (Chen et al 1999);;
Oecophylla;smaragdina (F.);Formicidae;Hym;green tree ant;Pal;China (Chen et al 1999, 2009);;
Polyrhachis;dives Smith;Formicidae;Hym;black weaver ant;Pal;China (Chen et al 1999, 2009);syn P. vicina Roger;
Polyrhachis;illaudata Walker;Formicidae;Hym;;Pal;China (Chen et al 1999);syn P. mayri Roger;
Polyrhachis;lamellidens Smith;Formicidae;Hym;;Pal;China (Chen et al 1999);;
Polyrhachis;vicina Roger;Formicidae;Hym;;Pal;China (DeFoliart 2002);"replacement name for P.
affinis Smith";
Polyrhachis;mayri Roger syn;Formicidae;Hym;;Pal;China (Chen et al 1999);see P. illaudata Walker;
Tetramorium;caespitum (L.);Formicidae;Hym;;Pal;China (Chen et al 1999);;
Scoliidae gen.;;Scoliidae;Hym;;Pal;China (DeFoliart 2002);;larva
Polistes;"chinensis antennalis
Perez";Vespidae;Hym;;Pal;Japan (Schimitschek 1986);;larva pupa
Polistes;"jokahamae
Radoszkowsky";Vespidae;Hym;;Pal;Japan (Schimitschek 1968);;larva pupa
Polistes;mandarinus Saussure;Vespidae;Hym;;Pal;Japan (Schimitschek 1968);;larva pupa
Polistes;sagittarius Saussure;Vespidae;Hym;;Pal;"China (Feng et al 2010, Chen et al
1999)";;larva pupa
Polistes;snelleni Saussure;Vespidae;Hym;;Pal;Japan (Schimitschek 1968);;
Polistes;sulcatus Smith;Vespidae;Hym;;Pal;"China (Feng et al 2010, Chen et al
1999)";;larva pupa
Polistes sp.;;Vespidae;Hym;;Pal;Japan (DeFoliart 2002);;pupae
Provespa;barthelemyi (Buysson);Vespidae;Hym;;Pal;"China (Feng et al 2010, Chen et al
1999)";;larva pupa
Vespa;analis F.;Vespidae;Hym;;Pal;"China (Chen et al 1999, 2009; Feng
et al 2010)";syn nigrans Buysson;larva pupa
Vespa;basalis Smith;Vespidae;Hym;;Pal;"China (Chen et al 1999, 2009, Feng
et al 2010)";;larva pupa
Vespa;bicolor F.;Vespidae;Hym;;Pal;"China (Chen et al 1999, 2009, Feng
et al 2010)";;larva pupa
Vespa;ducalis Smith;Vespidae;Hym;;Pal;"China (Chen et al 1999, Feng et al
2010)";"Vespa tropica ducalis
Smith";larva pupa
Vespa;"mandarinia japonica
Radoszk.";Vespidae;Hym;"Japanese giant
hornet";Pal;"Japan (Schimitschek 1968,
DeFoliart 2002, Feng et al 2010)";;larva pupa
Vespa;"mandarinia magnifica
Smith";Vespidae;Hym;;Pal;China (Chen et al 1999, 2009);;larva pupa
Vespa;"mandarinia mandarinia
Smith";Vespidae;Hym;;Pal;"China (Chen et al 1999, Feng et al
2010)";;larva pupa
Vespa;soror Buysson;Vespidae;Hym;;Pal;"China (Chen et al 1999, 2009, Feng
et al 2010)";;larva pupa
Vespa;variabilis Buysson;Vespidae;Hym;;Pal;China (Chen 1999, Feng et al 2010);;larva pupa
Vespa;velutina auraria Smith;Vespidae;Hym;"Asian predatory
wasp";Pal;"China (Chen et al 1999, Feng et al
2010) Japan (Schimitschek 1968)";;larva pupa
Vespa sp.;;Vespidae;Hym;;Pal;China Japan (DeFoliart 2002);;larva
Vespula;flaviceps lewisii (Cameron);Vespidae;Hym;Korean yellowjacket;Pal;Japan (DeFoliart 2002);;larva pupa adult
Vespula sp.;;Vespidae;Hym;;Pal;Japan (DeFoliart 2002);;larva pupa
Coptotermes;formosanus Shiraki;Rhinotermitidae;Isopt;;Pal;China (DeFoliart 2002, Chen et al;;adult
Macrotermes;acrocephalus Ping;Termitidae;Isopt;;Pal;China (Chen et al 2009);;adult
Macrotermes;annandalei (Silvestri);Termitidae;Isopt;;Pal;China (Chen et al 2009);;adult
Macrotermes;barneyi Light;Termitidae;Isopt;;Pal;China (DeFoliart 2002, Chen et al;;
Macrotermes;denticulatus Li et Ping;Termitidae;Isopt;;Pal;China (Chen et al 1999);;
Macrotermes;jinghongensis Ping et Li;Termitidae;Isopt;;Pal;China (Chen et al 1999);;
Macrotermes;menglongensis Han;Termitidae;Isopt;;Pal;China (Chen et al 1999);;
Macrotermes;yunnanensis Han;Termitidae;Isopt;;Pal;China (Chen et al 1999);;
Odontotermes;"angustignathus Tsai et
Chen";Termitidae;Isopt;;Pal;China (Chen et al 1999);;
Odontotermes;annulicornis Xia et Fan;Termitidae;Isopt;;Pal;China (Chen et al 1999);;
Odontotermes;conignathus Xia et Fan;Termitidae;Isopt;;Pal;China (Chen et al 1999);;
Odontotermes;formosanus (Shiraki);Termitidae;Isopt;;Pal;China (Chen et al 2009);;adult
Odontotermes;foveafrons Xia et Fan;Termitidae;Isopt;;Pal;China (Chen et al 1999);;
Odontotermes;gravelyi Silvestri;Termitidae;Isopt;;Pal;China (Chen et al 1999);;
Odontotermes;hainanensis (Light);Termitidae;Isopt;;Pal;China (Chen et al 1999);;
Odontotermes;yunnanensis Tsai & Chen;Termitidae;Isopt;;Pal;China (Chen et al 2009);;adult
Bombyx;mori L.;Bombycidae;Lep;silkworm moth;Pal;China Japan Korea (DeFoliart 2002,;;pupa
Holcocerus;vicarius Walker;Cossidae;Lep;;Pal;Japan (Schimitschek 1968);;larva
Zeuzera;pyrina (L.);Cossidae;Lep;;Pal;Japan (Schimitschek 1968);;larva
Cossidae gen.;;Cossidae;Lep;;Pal;Japan (DeFoliart 2002);;
Amata;phegea (L.);Erebidae;Lep;;Pal;Italy (Dreon & Paoletti 2009);syn Syntomis phegea (L.);"ingluvie
(crop)"
Synthomis syn;phegea (L.);Erebidae;Lep;;Pal;Italy (Dreon & Paoletti 2009);see Amata;"ingluvie
(crop)"
Pectinophora;gossypiella (Saunders);Gelechiidae;Lep;pink bollworm;Pal;China (DeFoliart 2002, Chen et al;;larva
Biston;marginata Shiraki;Geometridae;Lep;;Pal;China (Chen et al 1999);;
Hepialus;cingulatus Yang & Zhang;Hepialidae;Lep;"ghost moths and
swifts";Pal;China (Chen et al 1999);;
Hepialus;davidi Poujade;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Hepialus;dongyuensis Liang;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Hepialus;"ferrugineus Li, Yang et
Shen";Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Hepialus;ganna Hübner;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Hepialus;jinshaensis Yang;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Hepialus;litangensis Liang;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Hepialus;luquensis Yang & Yang;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Hepialus;macilentus Eversmann;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Hepialus;"maikamensis Yang, Li &
Shen";Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Hepialus;nebulosus Alphéraky;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Hepialus;pratensis Yang;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Hepialus;varians Staudinger;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Hepialus;xunhuaensis Yang &;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Hepialus;yeriensis Liang;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Hepialus;yunnanensis Yang & Li;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Hepialus;zhongzhiensis Liang;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Hepialus check;albipictus Yang;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Hepialus check;yuloangensis Liang;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Thitarodes (Hepialus);altaicola Wang;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Thitarodes (Hepialus);armoricanus (Oberthür);Hepialidae;Lep;;Pal;China (Chen et al 1999, DeFoliart;;
Thitarodes (Hepialus);baimaensis Liang et al;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Thitarodes (Hepialus);deqinensis Liang et al;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Thitarodes (Hepialus);gonggaensis Fu & Huang;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Thitarodes (Hepialus);"kangdingensis Chu &
Wang";Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Thitarodes (Hepialus);"kangdingroides Chu &
Wang";Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Thitarodes (Hepialus);lijiangensis Chu & Wang;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Thitarodes (Hepialus);meiliensis Liang;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Thitarodes (Hepialus);menyuanicus Chu &;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Thitarodes (Hepialus);oblifurcus Chu & Wang;Hepialidae;Lep;;Pal;China (DeFoliart 2002);;"larva with Cordyceps
fungus"
Thitarodes (Hepialus);renzhiensis Yang;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Thitarodes (Hepialus);sichuanus Chu & Wang;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Thitarodes (Hepialus);yunlongensis Chu &;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Thitarodes (Hepialus);yushuensis Chu & Wang;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Thitarodes (Hepialus);"zhangmoensis Chu &
Wang";Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Thitarodes (Hepialus);zhayuensis Chu & Wang;Hepialidae;Lep;;Pal;China (Chen et al 1999);;
Erionota;torus Evans;Hesperidae;Lep;;Pal;China (Chen et al 1999);;
Dendrolimus;houi Lajonquiere;Lasiocampidae;Lep;;Pal;China (Chen et al 1999);;
Dendrolimus;kikuchii Matsumura;Lasiocampidae;Lep;;Pal;China (Chen et al 1999);;
Dendrolimus;punctatus (Walker);Lasiocampidae;Lep;;Pal;China (Chen et al 1999);;
Dendrolimus;"punctatus wenshanensis
Ysai & Liu";Lasiocampidae;Lep;;Pal;China (Chen et al 1999);;
Dendrolimus;spectabilis (Butler);Lasiocampidae;Lep;;Pal;Japan (Schimitschek 1968;;larva
Cania;bilinea (Walker);Limacodidae;Lep;;Pal;China (Chen et al 1999);;
Cnidocampa;flavescens (Walker);Limacodidae;Lep;;Pal;Japan (Schimitschek 1968;;larva pupa
Euclea sp.;;Limacodidae;Lep;slug caterpillars;Pal;Japan (DeFoliart 2002);;pupa
Thosea;sinensis (Walker);Limacodidae;Lep;;Pal;China (Chen et al 1999);;
Agrotis;ypsilon (Hufnagel);Noctuidae;Lep;black cutworm;Pal;China (Chen et al 1999);;
Amata;phegea (L.);Noctuidae;Lep;;Pal;Italy (Zagrobelny et al 2009);syn Syntomis;"ingluvie
(crop)"
Hydrillodes;lentalis Guénee;Noctuidae;Lep;;Pal;China (DeFoliart 2002);syn H. morosa (Butler);
Hydrillodes;morosa (Butler) syn;Noctuidae;Lep;;Pal;China (DeFoliart 2002);see H. lentalis Guénee;larval excreta
Leucodonta;bicoloria (D. & S.);Notodontidae;Lep;;Pal;China (Chen et al 1999);;
Notodonta;dembowskii Oberthuer;Notodontidae;Lep;;Pal;China (Chen et al 1999);;
Phalera;assimilis (Bremer & Grey);Notodontidae;Lep;;Pal;China (Chen et al 1999);;
Phalera;bucephala (L.);Notodontidae;Lep;;Pal;China (Chen et al 1999);;
Semidonta;biloba (Oberthuer);Notodontidae;Lep;;Pal;China (Chen et al 1999);;
Linoclostis;gonatias Meyrick;"Oecophoridae
(Xyloryctinae)";Lep;;Pal;China (Chen et al 1999);;
Papilio;machaon L.;Papilionidae;Lep;;Pal;China (Chen et al 1999);;
Pieris;rapae (L.);Pieridae;Lep;;Pal;China (Chen et al 1999);;
Psychidae gen.;;Psychidae;Lep;;Pal;China (Chen et al 1999);;
Aglossa;dimidiatus (Haworth);Pyralidae;Lep;;Pal;"China (DeFoliart 2002, Chen et al
1999)";;larval excreta
Chilo;simplex (Butler) syn;Pyralidae;Lep;;Pal;Japan (Schimitschek 1968);see C. suppressalis;larva
Chilo;suppressalis (Walker);Pyralidae;Lep;Asiatic rice borer;Pal;Japan (Schimitschek 1968);syn C. simplex (Butler);larva
Chilo sp.;;Pyralidae;Lep;;Pal;China (Chen et al 1999);;
Chilo syn;fuscidentalis Hampson;Pyralidae;Lep;bamboo borer;Pal;China (Chen et al 2009);see Omphisa;larva
Omphisa;fuscidentalis (Hampson);Pyralidae;Lep;bamboo borer;Pal;China (Chen et al 1999, 2009);syn Chilo fuscidentalis;larva
Ostrinia;furnalis Guence;Pyralidae;Lep;;Pal;China (Chen et al 1999);;
Schoenobius;incertellus (Walker);Pyralidae;Lep;;Pal;Japan (Schimitschek 1968;;larva
Antheraea;pernyi (G.-M.);Saturniidae;Lep;"Chinese tussah
moth";Pal;"China (DeFoliart 2002, Chen et al
1999) Japan (Mitsuhashi 1997)";;pupa
Antheraea;yamamai (Gérin-M.);Saturniidae;Lep;"Japanese oak
silkworm";Pal;Japan (Mitsuhashi 1997);;pupa
Eriogyna;pyretorum (Westw.);Saturniidae;Lep;;Pal;China (DeFoliart 2002);;
Synanthedon sp.;;Sesiidae;Lep;Rhododendron;Pal;China (Métaillié 2016);;pupa
Paranthrene;regalis (Butler);Sesiidae;Lep;;Pal;Japan (Schimitschek 1968);;larva pupa
Acherontia;styx Westw.;Sphingidae;Lep;tomato hornworm;Pal;Japan (Schimitschek 1968);;larva pupa
Agrius;convolvuli (L.);Sphingidae;Lep;;Pal;Japan (Schimitschek 1968);;larva pupa
Clanis;bilineata (Walker);Sphingidae;Lep;;Pal;China (DeFoliart 2002);;larva pupa
Clanis;bilineata tsingtauica Mell.;Sphingidae;Lep;;Pal;China (Chen et al 1999);;
Clanis;deucalion (Walker);Sphingidae;Lep;;Pal;China (Chen et al 1999);;
Deilephila;elpenor lewesi (Butler);Sphingidae;Lep;elephant hawk moth;Pal;Japan (Schimitschek 1968);syn Pergesa elpenor lewisi;larva pupa
Macroglossum;stellatarum (L.);Sphingidae;Lep;"hummingbird hawk
moth";Pal;Japan (Schimitschek 1968);;larva pupa
Psilogramma;increta (Walker);Sphingidae;Lep;;Pal;Japan (Schimitschek 1968);;larva pupa
Smerinthus;planus Walker;Sphingidae;Lep;;Pal;China (Chen et al 1999);;
Theretra;nessus (Drury);Sphingidae;Lep;;Pal;Japan (Schimitschek 1968);;larva pupa
Theretra;oldenlandiae (Fabr.);Sphingidae;Lep;;Pal;Japan (Schimitschek 1968);;larva pupa
Leguminivora;glycinivorella;Tortricidae;Lep;soybean pod borer;Pal;China (Chen et al 1999);;
Zygaena ssp.;;Zygaenidae;Lep;;Pal;"Italy (Dreon, A.L. & Paoletti, M.G.
2009) (Zagrobelny et al 2009)";;"ingluvie
(crop)"
Acanthacorydalis;orientalis (McLachlan);Corydalidae;"Megalopter
a";;Pal;China (Chen et al 1999, 2009);;nymph adult
Protohermes;grandis (Thunberg);Corydalidae;Megalopter;dobsonfly;Pal;Japan (Schimitschek 1968,;;adult
Gomphus;cuneatus Needham;Gomphidae;Odonata;;Pal;China (Chen et al 1999, 2009);;nymph
Lestes;"praemorsus Hagen in
Selys";Lestidae;Odonata;;Pal;China (Chen ey al 2009);;nymph
Crocothemis;servilia (Drury);Libellulidae;Odonata;;Pal;China (Chen et al 2009);;nymph adult
Sympetrum;darwinianum Selys;Libellulidae;Odonata;;Pal;Japan (Schimitschek 1968);;adult
Sympetrum;eroticum (Selys);Libellulidae;Odonata;;Pal;Japan (Schimitschek 1968);;adult
Sympetrum;infuscatum (Selys);Libellulidae;Odonata;;Pal;Japan (Schimitschek 1968);;nymph adult
Odonata gen.;;;Odonata;dragonfly;Pal;"China Japan Taiwan (DeFoliart
2002)";;nymph adult
Acrida;cinerea (Thunb.);Acrididae;Orth;;Pal;Korea (DeFoliart 2002);syn. Acrida lata Motsch.;adult
